Player,Country,Season,Cumulative Mat,Cumulative Inns,Cumulative Overs,Cumulative Runs,Cumulative Wkts,Cumulative Econ,player_id
MP Stoinis,Australia,2022/23,44,23.0,55.19999980926514,457.0,13.0,8.63,d9273ee7
MP Stoinis,Australia,2023/24,51,29.0,71.19999980926514,614.0,18.0,8.87,d9273ee7
MP Stoinis,Australia,2024,59,35.0,91.19999980926514,790.0,29.0,8.86,d9273ee7
MP Vaughan,England,2005,0,0.0,0.0,0.0,0.0,0.0,6e1b1ec0
MP Vaughan,England,2006/07,1,0.0,0.0,0.0,0.0,0.0,6e1b1ec0
MPS Cheema,Austria,2022,0,0.0,0.0,0.0,0.0,0.0,97181d1b
MPS Cheema,Austria,2023,9,0.0,0.0,0.0,0.0,0.0,97181d1b
MR Adair,Ireland,2019,0,0.0,0.0,0.0,0.0,0.0,fc55ec67
MR Adair,Ireland,2019/20,5,5.0,15.399999618530273,151.0,7.0,9.63,fc55ec67
MR Adair,Ireland,2021,18,18.0,64.49999809265137,435.0,27.0,6.84,fc55ec67
MR Adair,Ireland,2021/22,24,24.0,87.49999809265137,602.0,42.0,6.95,fc55ec67
MR Adair,Ireland,2022,39,39.0,140.49999809265137,996.0,59.0,7.13,fc55ec67
MR Adair,Ireland,2022/23,51,51.0,180.49999809265137,1376.0,72.0,7.69,fc55ec67
MR Adair,Ireland,2023,64,64.0,224.69999885559082,1769.0,85.0,7.93,fc55ec67
MR Adair,Ireland,2023/24,71,71.0,249.0999984741211,1920.0,98.0,7.75,fc55ec67
MR Adair,Ireland,2024,77,77.0,272.0999984741211,2099.0,107.0,7.75,fc55ec67
MR Adair,Ireland,2024/25,86,86.0,307.5999984741211,2375.0,122.0,7.75,fc55ec67
MR Dorgan,Serbia,2021,0,0.0,0.0,0.0,0.0,0.0,842b7388
MR Gillespie,New Zealand,2006/07,0,0.0,0.0,0.0,0.0,0.0,7d7ab238
MR Gillespie,New Zealand,2007/08,2,1.0,3.0999999046325684,13.0,1.0,4.1,7d7ab238
MR Gillespie,New Zealand,2008,10,9.0,30.59999990463257,230.0,10.0,7.38,7d7ab238
MR Marsh,Australia,2011/12,0,0.0,0.0,0.0,0.0,0.0,3d8feaf8
MR Marsh,Australia,2015,3,2.0,5.0,41.0,1.0,8.2,3d8feaf8
MR Marsh,Australia,2015/16,4,3.0,7.0,62.0,1.0,8.97,3d8feaf8
MR Marsh,Australia,2018/19,9,7.0,17.0,145.0,4.0,8.59,3d8feaf8
MR Marsh,Australia,2019/20,11,9.0,19.0,156.0,6.0,7.9,3d8feaf8
MR Marsh,Australia,2020,14,10.0,20.0,159.0,7.0,7.41,3d8feaf8
MR Marsh,Australia,2020/21,15,10.0,20.0,159.0,7.0,7.41,3d8feaf8
MR Marsh,Australia,2021,20,10.0,20.0,159.0,7.0,7.41,3d8feaf8
MR Marsh,Australia,2021/22,30,17.0,35.0,268.0,15.0,7.35,3d8feaf8
MR Marsh,Australia,2022,36,20.0,40.0,306.0,15.0,7.39,3d8feaf8
MR Marsh,Australia,2022/23,38,22.0,43.0,334.0,15.0,7.56,3d8feaf8
MR Marsh,Australia,2023/24,46,23.0,44.0,348.0,15.0,7.84,3d8feaf8
MR Marsh,Australia,2024,54,25.0,50.0,387.0,17.0,7.74,3d8feaf8
MR Montfort,Canada,2019,0,0.0,0.0,0.0,0.0,0.0,518d96de
MR Swart,Netherlands,2011/12,0,0.0,0.0,0.0,0.0,0.0,a75a78eb
MR Swart,Netherlands,2012,4,4.0,14.0,99.0,3.0,7.07,a75a78eb
MR Swart,Netherlands,2013,6,6.0,21.0,137.0,5.0,6.52,a75a78eb
MR Swart,Netherlands,2013/14,8,7.0,25.0,176.0,6.0,6.98,a75a78eb
MR Swart,Netherlands,2015,18,15.0,47.0,317.0,12.0,6.67,a75a78eb
MR Swart,Netherlands,2015/16,24,18.0,50.0,332.0,12.0,6.39,a75a78eb
MRJ Watt,Scotland,2015,0,0.0,0.0,0.0,0.0,0.0,1252f71a
MRJ Watt,Scotland,2015/16,7,5.0,18.0,169.0,4.0,9.38,1252f71a
MRJ Watt,Scotland,2016/17,14,12.0,43.0,331.0,15.0,7.69,1252f71a
MRJ Watt,Scotland,2018,18,16.0,59.0,439.0,19.0,7.45,1252f71a
MRJ Watt,Scotland,2018/19,23,21.0,77.0,580.0,22.0,7.54,1252f71a
MRJ Watt,Scotland,2019,26,24.0,89.0,661.0,29.0,7.44,1252f71a
MRJ Watt,Scotland,2019/20,28,26.0,97.0,739.0,33.0,7.62,1252f71a
MRJ Watt,Scotland,2021,35,33.0,125.0,903.0,45.0,7.25,1252f71a
MRJ Watt,Scotland,2021/22,38,36.0,133.0,969.0,47.0,7.33,1252f71a
MRJ Watt,Scotland,2022,47,45.0,167.0,1164.0,56.0,7.01,1252f71a
MRJ Watt,Scotland,2022/23,49,47.0,174.0,1233.0,57.0,7.13,1252f71a
MRJ Watt,Scotland,2023,52,50.0,186.0,1303.0,62.0,7.05,1252f71a
MRJ Watt,Scotland,2023/24,58,56.0,203.0,1407.0,69.0,6.95,1252f71a
MRJ Watt,Scotland,2024,60,58.0,209.19999980926514,1433.0,72.0,6.85,1252f71a
MS Atapattu,Sri Lanka,2006/07,0,0.0,0.0,0.0,0.0,0.0,8a686d30
MS Aulakh,Canada,2011/12,0,0.0,0.0,0.0,0.0,0.0,c4d28aa3
MS Aulakh,Canada,2012/13,1,1.0,3.0,29.0,1.0,9.66,c4d28aa3
MS Chapman,Hong Kong,2013/14,0,0.0,0.0,0.0,0.0,0.0,7fa12533
MS Chapman,Hong Kong,2015,3,0.0,0.0,0.0,0.0,0.0,7fa12533
MS Chapman,Hong Kong,2015/16,7,0.0,0.0,0.0,0.0,0.0,7fa12533
MS Chapman,New Zealand,2017/18,0,0.0,0.0,0.0,0.0,0.0,7fa12533
MS Chapman,New Zealand,2018/19,4,0.0,0.0,0.0,0.0,0.0,7fa12533
MS Chapman,New Zealand,2020/21,5,0.0,0.0,0.0,0.0,0.0,7fa12533
MS Chapman,New Zealand,2021/22,11,2.0,3.0,18.0,1.0,6.0,7fa12533
MS Chapman,New Zealand,2022,14,2.0,3.0,18.0,1.0,6.0,7fa12533
MS Chapman,New Zealand,2022/23,15,2.0,3.0,18.0,1.0,6.0,7fa12533
MS Chapman,New Zealand,2023,28,3.0,4.0,22.0,1.0,5.33,7fa12533
MS Chapman,New Zealand,2023/24,40,3.0,4.0,22.0,1.0,5.33,7fa12533
MS Chapman,New Zealand,2024,51,3.0,4.0,22.0,1.0,5.33,7fa12533
MS Crane,England,2017,0,0.0,0.0,0.0,0.0,0.0,f0a0204e
MS Dhoni,India,2006/07,0,0.0,0.0,0.0,0.0,0.0,4a8a2e3b
MS Dhoni,India,2007/08,1,0.0,0.0,0.0,0.0,0.0,4a8a2e3b
MS Dhoni,India,2008/09,10,0.0,0.0,0.0,0.0,0.0,4a8a2e3b
MS Dhoni,India,2009,13,0.0,0.0,0.0,0.0,0.0,4a8a2e3b
MS Dhoni,India,2009/10,18,0.0,0.0,0.0,0.0,0.0,4a8a2e3b
MS Dhoni,India,2010,20,0.0,0.0,0.0,0.0,0.0,4a8a2e3b
MS Dhoni,India,2010/11,25,0.0,0.0,0.0,0.0,0.0,4a8a2e3b
MS Dhoni,India,2011,26,0.0,0.0,0.0,0.0,0.0,4a8a2e3b
MS Dhoni,India,2011/12,27,0.0,0.0,0.0,0.0,0.0,4a8a2e3b
MS Dhoni,India,2012,31,0.0,0.0,0.0,0.0,0.0,4a8a2e3b
MS Dhoni,India,2012/13,33,0.0,0.0,0.0,0.0,0.0,4a8a2e3b
MS Dhoni,India,2013/14,42,0.0,0.0,0.0,0.0,0.0,4a8a2e3b
MS Dhoni,India,2014,49,0.0,0.0,0.0,0.0,0.0,4a8a2e3b
MS Dhoni,India,2015/16,50,0.0,0.0,0.0,0.0,0.0,4a8a2e3b
MS Dhoni,India,2016,68,0.0,0.0,0.0,0.0,0.0,4a8a2e3b
MS Dhoni,India,2016/17,73,0.0,0.0,0.0,0.0,0.0,4a8a2e3b
MS Dhoni,India,2017,76,0.0,0.0,0.0,0.0,0.0,4a8a2e3b
MS Dhoni,India,2017/18,78,0.0,0.0,0.0,0.0,0.0,4a8a2e3b
MS Dhoni,India,2018,89,0.0,0.0,0.0,0.0,0.0,4a8a2e3b
MS Dhoni,India,2018/19,93,0.0,0.0,0.0,0.0,0.0,4a8a2e3b
MS Diakite,Mali,2022/23,0,0.0,0.0,0.0,0.0,0.0,69795fcd
MS Diakite,Mali,2023/24,4,0.0,0.0,0.0,0.0,0.0,69795fcd
MS Diakite,Mali,2024,6,0.0,0.0,0.0,0.0,0.0,69795fcd
MS Diawara,Mali,2022/23,0,0.0,0.0,0.0,0.0,0.0,8c95e2dd
MS Diawara,Mali,2023/24,7,4.0,13.0,112.0,3.0,8.61,8c95e2dd
MS Graham,Bahamas,2021/22,0,0.0,0.0,0.0,0.0,0.0,7f2cb055
MS Kasprowicz,Australia,2004/05,0,0.0,0.0,0.0,0.0,0.0,8d0ea930
MS Kasprowicz,Australia,2005,1,1.0,4.0,29.0,4.0,7.25,8d0ea930
MS Panesar,England,2006/07,0,0.0,0.0,0.0,0.0,0.0,5a37ec26
MS Sinclair,New Zealand,2004/05,0,0.0,0.0,0.0,0.0,0.0,1b668884
MS Sinclair,New Zealand,2007/08,1,0.0,0.0,0.0,0.0,0.0,1b668884
MS Wade,Australia,2011/12,0,0.0,0.0,0.0,0.0,0.0,afa7e784
MS Wade,Australia,2012,6,0.0,0.0,0.0,0.0,0.0,afa7e784
MS Wade,Australia,2012/13,9,0.0,0.0,0.0,0.0,0.0,afa7e784
MS Wade,Australia,2013,17,0.0,0.0,0.0,0.0,0.0,afa7e784
MS Wade,Australia,2013/14,19,0.0,0.0,0.0,0.0,0.0,afa7e784
MS Wade,Australia,2015,22,0.0,0.0,0.0,0.0,0.0,afa7e784
MS Wade,Australia,2015/16,23,0.0,0.0,0.0,0.0,0.0,afa7e784
MS Wade,Australia,2016,25,0.0,0.0,0.0,0.0,0.0,afa7e784
MS Wade,Australia,2019/20,26,0.0,0.0,0.0,0.0,0.0,afa7e784
MS Wade,Australia,2020,29,0.0,0.0,0.0,0.0,0.0,afa7e784
MS Wade,Australia,2020/21,30,0.0,0.0,0.0,0.0,0.0,afa7e784
MS Wade,Australia,2021,38,0.0,0.0,0.0,0.0,0.0,afa7e784
MS Wade,Australia,2021/22,48,0.0,0.0,0.0,0.0,0.0,afa7e784
MS Wade,Australia,2022,60,0.0,0.0,0.0,0.0,0.0,afa7e784
MS Wade,Australia,2022/23,66,0.0,0.0,0.0,0.0,0.0,afa7e784
MS Wade,Australia,2023/24,75,0.0,0.0,0.0,0.0,0.0,afa7e784
MS Wade,Australia,2024,85,0.0,0.0,0.0,0.0,0.0,afa7e784
MT Diaby,Mali,2022/23,0,0.0,0.0,0.0,0.0,0.0,5d00cd6f
MT Diaby,Mali,2023/24,7,3.0,5.300000190734863,36.0,4.0,6.54,5d00cd6f
MTMMJ Ave,Cook Islands,2022,0,0.0,0.0,0.0,0.0,0.0,00863408
MTMMJ Ave,Cook Islands,2024,6,6.0,14.199999809265137,98.0,6.0,6.83,00863408
MV Boucher,South Africa,2005/06,0,0.0,0.0,0.0,0.0,0.0,f3cb53a1
MV Boucher,South Africa,2007/08,2,0.0,0.0,0.0,0.0,0.0,f3cb53a1
MV Boucher,South Africa,2008/09,9,0.0,0.0,0.0,0.0,0.0,f3cb53a1
MV Boucher,South Africa,2009,13,0.0,0.0,0.0,0.0,0.0,f3cb53a1
MV Boucher,South Africa,2009/10,19,0.0,0.0,0.0,0.0,0.0,f3cb53a1
MV Boucher,South Africa,2010,20,0.0,0.0,0.0,0.0,0.0,f3cb53a1
MV Matsau,Lesotho,2021/22,0,0.0,0.0,0.0,0.0,0.0,dad64776
MV Matsau,Lesotho,2022/23,5,4.0,8.199999809265137,78.0,2.0,9.36,dad64776
MV Matsau,Lesotho,2024,12,11.0,24.199999809265137,232.0,7.0,9.53,dad64776
MV Pavlovic,Serbia,2022,0,0.0,0.0,0.0,0.0,0.0,2809b390
MV Pavlovic,Serbia,2023,8,7.0,23.0,150.0,3.0,6.52,2809b390
MV Pavlovic,Serbia,2024,12,10.0,32.19999980926514,199.0,14.0,6.14,2809b390
MVT Fernando,Sri Lanka,2017/18,0,0.0,0.0,0.0,0.0,0.0,5eef2118
MW Forde,West Indies,2023/24,0,0.0,0.0,0.0,0.0,0.0,83d17bbc
MW Forde,West Indies,2024,1,1.0,3.0,54.0,0.0,18.0,83d17bbc
MW Machan,Scotland,2012/13,0,0.0,0.0,0.0,0.0,0.0,8c7d6cbe
MW Machan,Scotland,2013/14,2,2.0,7.300000190734863,43.0,3.0,5.73,8c7d6cbe
MW Machan,Scotland,2015/16,6,5.0,16.300000190734863,108.0,3.0,6.62,8c7d6cbe
MW Parkinson,England,2019/20,0,0.0,0.0,0.0,0.0,0.0,19708692
MW Parkinson,England,2021,2,2.0,6.0,61.0,5.0,10.16,19708692
MW Parkinson,England,2022,4,4.0,14.0,133.0,6.0,9.58,19708692
MW Short,Australia,2023/24,0,0.0,0.0,0.0,0.0,0.0,a90e53ec
MW Short,Australia,2024,9,4.0,5.0,69.0,2.0,13.8,a90e53ec
MWR Stokes,Guernsey,2019,0,0.0,0.0,0.0,0.0,0.0,c573d173
MWR Stokes,Guernsey,2022,9,0.0,0.0,0.0,0.0,0.0,c573d173
MWR Stokes,Guernsey,2023,21,12.0,36.0,246.0,11.0,6.83,c573d173
MWR Stokes,Guernsey,2024,26,15.0,43.0,311.0,12.0,7.32,c573d173
Ma Qiancheng,China,2023,0,0.0,0.0,0.0,0.0,0.0,91cc319d
Ma Qiancheng,China,2023/24,4,3.0,8.5,36.0,2.0,4.07,91cc319d
Maaz Khan,Lesotho,2021/22,0,0.0,0.0,0.0,0.0,0.0,6f14ddcb
Maaz Khan,Lesotho,2022/23,6,0.0,0.0,0.0,0.0,0.0,6f14ddcb
Maaz Khan,Lesotho,2023/24,13,2.0,4.0,52.0,0.0,13.0,6f14ddcb
Maaz Khan,Lesotho,2024,18,3.0,8.0,76.0,2.0,10.67,6f14ddcb
Mabsar Abdulla,Maldives,2024,0,0.0,0.0,0.0,0.0,0.0,216697bf
Mahedi Hasan,Bangladesh,2017/18,0,0.0,0.0,0.0,0.0,0.0,9dad0f2e
Mahedi Hasan,Bangladesh,2019/20,1,1.0,2.0,25.0,0.0,12.5,9dad0f2e
Mahedi Hasan,Bangladesh,2020/21,4,4.0,13.0,96.0,1.0,7.96,9dad0f2e
Mahedi Hasan,Bangladesh,2021,7,7.0,23.0,212.0,5.0,9.52,9dad0f2e
Mahedi Hasan,Bangladesh,2021/22,18,18.0,58.0,416.0,15.0,7.26,9dad0f2e
Mahedi Hasan,Bangladesh,2022,31,30.0,101.29999923706055,661.0,25.0,6.61,9dad0f2e
Mahedi Hasan,Bangladesh,2023/24,38,36.0,122.5,807.0,30.0,6.65,9dad0f2e
Mahedi Hasan,Bangladesh,2024,44,42.0,142.5,945.0,35.0,6.68,9dad0f2e
Mahedi Hasan,Bangladesh,2024/25,50,48.0,164.79999923706055,1087.0,38.0,6.64,9dad0f2e
Mahmad Data,Panama,2019,0,0.0,0.0,0.0,0.0,0.0,0ee7ede5
Mahmad Data,Panama,2023/24,2,2.0,5.0,31.0,1.0,6.2,0ee7ede5
Mahmud Jasat,Panama,2021/22,0,0.0,0.0,0.0,0.0,0.0,97e36a0f
Mahmud Jasat,Panama,2022/23,6,2.0,2.0,27.0,0.0,13.5,97e36a0f
Mahmud Jasat,Panama,2023/24,10,2.0,2.0,27.0,0.0,13.5,97e36a0f
Mahmudul Hasan Joy,Bangladesh,2023,0,0.0,0.0,0.0,0.0,0.0,4b51bd51
Mahmudullah,Bangladesh,2007/08,0,0.0,0.0,0.0,0.0,0.0,bf1d7d3e
Mahmudullah,Bangladesh,2009,5,3.0,8.100000381469727,48.0,2.0,5.87,bf1d7d3e
Mahmudullah,Bangladesh,2009/10,8,6.0,14.100000381469727,101.0,2.0,7.35,bf1d7d3e
Mahmudullah,Bangladesh,2010,9,6.0,14.100000381469727,101.0,2.0,7.35,bf1d7d3e
Mahmudullah,Bangladesh,2011/12,11,6.0,14.100000381469727,101.0,2.0,7.35,bf1d7d3e
Mahmudullah,Bangladesh,2012,12,7.0,15.100000381469727,111.0,2.0,7.73,bf1d7d3e
Mahmudullah,Bangladesh,2012/13,18,13.0,33.10000038146973,226.0,7.0,7.11,bf1d7d3e
Mahmudullah,Bangladesh,2013,22,17.0,41.10000038146973,306.0,8.0,7.79,bf1d7d3e
Mahmudullah,Bangladesh,2013/14,24,19.0,46.10000038146973,350.0,9.0,7.89,bf1d7d3e
Mahmudullah,Bangladesh,2014,33,26.0,69.10000038146973,479.0,15.0,7.28,bf1d7d3e
Mahmudullah,Bangladesh,2015,34,26.0,69.10000038146973,479.0,15.0,7.28,bf1d7d3e
Mahmudullah,Bangladesh,2015/16,35,26.0,69.10000038146973,479.0,15.0,7.28,bf1d7d3e
Mahmudullah,Bangladesh,2016/17,53,36.0,87.10000038146973,617.0,21.0,7.38,bf1d7d3e
Mahmudullah,Bangladesh,2017/18,58,39.0,93.10000038146973,670.0,22.0,7.49,bf1d7d3e
Mahmudullah,Bangladesh,2018,67,46.0,107.10000038146973,790.0,24.0,7.66,bf1d7d3e
Mahmudullah,Bangladesh,2018/19,73,48.0,109.10000038146973,800.0,26.0,7.55,bf1d7d3e
Mahmudullah,Bangladesh,2019,76,51.0,114.50000047683716,832.0,31.0,7.43,bf1d7d3e
Mahmudullah,Bangladesh,2019/20,80,53.0,116.50000047683716,851.0,31.0,7.51,bf1d7d3e
Mahmudullah,Bangladesh,2020/21,87,55.0,117.9000004529953,864.0,31.0,7.52,bf1d7d3e
Mahmudullah,Bangladesh,2021,89,55.0,117.9000004529953,864.0,31.0,7.52,bf1d7d3e
Mahmudullah,Bangladesh,2021/22,102,64.0,130.9000004529953,945.0,33.0,7.34,bf1d7d3e
Mahmudullah,Bangladesh,2022,115,68.0,137.9000004529953,997.0,37.0,7.35,bf1d7d3e
Mahmudullah,Bangladesh,2023/24,121,70.0,140.10000050067902,1012.0,38.0,7.32,bf1d7d3e
Mahmudullah,Bangladesh,2024,124,70.0,140.10000050067902,1012.0,38.0,7.32,bf1d7d3e
Mahmudullah,Bangladesh,2024/25,138,78.0,154.40000069141388,1094.0,40.0,7.15,bf1d7d3e
Maidul Islam,Estonia,2021/22,0,0.0,0.0,0.0,0.0,0.0,6969d364
Maidul Islam,Estonia,2022,6,0.0,0.0,0.0,0.0,0.0,6969d364
Mamoon Latif,Belgium,2019,0,0.0,0.0,0.0,0.0,0.0,8d78d0d0
Mamoon Latif,Belgium,2020,3,0.0,0.0,0.0,0.0,0.0,8d78d0d0
Mamoon Latif,Belgium,2021,7,1.0,1.0,14.0,1.0,14.0,8d78d0d0
Manan Ali,Saudi Arabia,2023,0,0.0,0.0,0.0,0.0,0.0,d0b643e1
Manan Ali,Saudi Arabia,2023/24,5,1.0,1.0,8.0,0.0,8.0,d0b643e1
Manan Ali,Saudi Arabia,2024,20,3.0,4.0,34.0,0.0,8.44,d0b643e1
Manan Bashir,Bulgaria,2024,0,0.0,0.0,0.0,0.0,0.0,5c14bd52
Mandeep Singh,India,2016,0,0.0,0.0,0.0,0.0,0.0,c3a96caf
Mandeep Singh,Norway,2024,0,0.0,0.0,0.0,0.0,0.0,dc39e9ab
Manish Sharma,Cambodia,2023/24,0,0.0,0.0,0.0,0.0,0.0,5473ec6f
Manoj Adhikari,Bhutan,2022,0,0.0,0.0,0.0,0.0,0.0,26529e00
Manoj Adhikari,Bhutan,2023/24,7,0.0,0.0,0.0,0.0,0.0,26529e00
Manpreet Singh,Italy,2019,0,0.0,0.0,0.0,0.0,0.0,e9d6a2ce
Manpreet Singh,Italy,2021/22,8,0.0,0.0,0.0,0.0,0.0,e9d6a2ce
Manpreet Singh,Italy,2022,14,0.0,0.0,0.0,0.0,0.0,e9d6a2ce
Manpreet Singh,Italy,2023,19,0.0,0.0,0.0,0.0,0.0,e9d6a2ce
Manpreet Singh,Singapore,2019,0,0.0,0.0,0.0,0.0,0.0,e9d6a2ce
Manpreet Singh,Singapore,2019/20,3,0.0,0.0,0.0,0.0,0.0,e9d6a2ce
Manpreet Singh,Singapore,2022,15,0.0,0.0,0.0,0.0,0.0,e9d6a2ce
Manpreet Singh,Singapore,2022/23,24,1.0,1.0,11.0,0.0,11.0,e9d6a2ce
Manpreet Singh,Singapore,2023/24,31,8.0,17.0,164.0,1.0,9.74,e9d6a2ce
Manpreet Singh,Singapore,2024,34,8.0,17.0,164.0,1.0,9.74,e9d6a2ce
Mansoor Amjad,Pakistan,2007/08,0,0.0,0.0,0.0,0.0,0.0,9018bf65
Mansoor Malangzai,Belgium,2024,0,0.0,0.0,0.0,0.0,0.0,6e84e207
Maqsood Ahmad,Belgium,2021,0,0.0,0.0,0.0,0.0,0.0,e11bf38a
Maqsood Ahmad,Belgium,2022,3,0.0,0.0,0.0,0.0,0.0,e11bf38a
Mashrafe Mortaza,Bangladesh,2006/07,0,0.0,0.0,0.0,0.0,0.0,e186f49c
Mashrafe Mortaza,Bangladesh,2007/08,1,1.0,4.0,29.0,1.0,7.25,e186f49c
Mashrafe Mortaza,Bangladesh,2009,9,9.0,33.29999923706055,309.0,6.0,9.24,e186f49c
Mashrafe Mortaza,Bangladesh,2010,11,11.0,41.29999923706055,368.0,8.0,8.9,e186f49c
Mashrafe Mortaza,Bangladesh,2012,13,13.0,49.29999923706055,435.0,10.0,8.82,e186f49c
Mashrafe Mortaza,Bangladesh,2012/13,18,18.0,67.29999923706055,556.0,18.0,8.24,e186f49c
Mashrafe Mortaza,Bangladesh,2013/14,20,20.0,74.29999923706055,612.0,19.0,8.21,e186f49c
Mashrafe Mortaza,Bangladesh,2015,28,28.0,104.29999923706055,872.0,26.0,8.34,e186f49c
Mashrafe Mortaza,Bangladesh,2015/16,31,31.0,114.29999923706055,946.0,26.0,8.25,e186f49c
Mashrafe Mortaza,Bangladesh,2016/17,49,48.0,171.29999923706055,1363.0,38.0,7.92,e186f49c
Masood Jayezeh,Iran,2019/20,0,0.0,0.0,0.0,0.0,0.0,fd67025d
Mazhar Khan,Slovenia,2022,0,0.0,0.0,0.0,0.0,0.0,7b10c047
Mazhar Khan,Slovenia,2024,3,0.0,0.0,0.0,0.0,0.0,7b10c047
Mazharul Islam,Seychelles,2021/22,0,0.0,0.0,0.0,0.0,0.0,30564b3e
Mazharul Islam,Seychelles,2022/23,6,0.0,0.0,0.0,0.0,0.0,30564b3e
Mazharul Islam,Seychelles,2024/25,13,1.0,0.5,5.0,0.0,6.0,30564b3e
Md Shafiqul Haque,Thailand,2019,0,0.0,0.0,0.0,0.0,0.0,27128c74
Meet Bhavsar,Kuwait,2018/19,0,0.0,0.0,0.0,0.0,0.0,b25a3800
Meet Bhavsar,Kuwait,2019,4,0.0,0.0,0.0,0.0,0.0,b25a3800
Meet Bhavsar,Kuwait,2021/22,9,1.0,1.0,11.0,0.0,11.0,b25a3800
Meet Bhavsar,Kuwait,2022,13,1.0,1.0,11.0,0.0,11.0,b25a3800
Meet Bhavsar,Kuwait,2022/23,21,1.0,1.0,11.0,0.0,11.0,b25a3800
Meet Bhavsar,Kuwait,2023,25,1.0,1.0,11.0,0.0,11.0,b25a3800
Meet Bhavsar,Kuwait,2023/24,30,1.0,1.0,11.0,0.0,11.0,b25a3800
Meet Bhavsar,Kuwait,2024,44,5.0,7.199999809265137,52.0,1.0,7.38,b25a3800
Mehrab Hossain jnr,Bangladesh,2008/09,0,0.0,0.0,0.0,0.0,0.0,86cd782f
Mehrab Hossain jnr,Bangladesh,2009,1,0.0,0.0,0.0,0.0,0.0,86cd782f
Mehran Khan,Oman,2015,0,0.0,0.0,0.0,0.0,0.0,d7bfcc0b
Mehran Khan,Oman,2015/16,1,1.0,4.0,32.0,0.0,8.0,d7bfcc0b
Mehran Khan,Oman,2016/17,11,8.0,27.0,186.0,9.0,6.85,d7bfcc0b
Mehran Khan,Oman,2018/19,13,9.0,28.0,197.0,9.0,7.31,d7bfcc0b
Mehran Khan,Oman,2019/20,15,9.0,28.0,197.0,9.0,7.31,d7bfcc0b
Mehran Khan,Oman,2023,19,11.0,31.0,222.0,9.0,7.5,d7bfcc0b
Mehran Khan,Oman,2023/24,25,16.0,42.0,300.0,13.0,7.37,d7bfcc0b
Mehran Khan,Oman,2024,32,20.0,54.0,378.0,17.0,7.2,d7bfcc0b
Mehran Siasar,Iran,2019/20,0,0.0,0.0,0.0,0.0,0.0,fbd96cb6
Merwais Shinwari,Slovenia,2024,0,0.0,0.0,0.0,0.0,0.0,6755b6c7
Milad Momend,Luxembourg,2023/24,0,0.0,0.0,0.0,0.0,0.0,84880baf
Milad Momend,Luxembourg,2024,1,1.0,3.0,31.0,0.0,10.33,84880baf
Milind Kumar,United States of America,2024,0,0.0,0.0,0.0,0.0,0.0,b4296080
Milind Kumar,United States of America,2024/25,9,5.0,13.0,105.0,6.0,8.07,b4296080
Mirwais Ashraf,Afghanistan,2009/10,0,0.0,0.0,0.0,0.0,0.0,bdd985f2
Mirwais Ashraf,Afghanistan,2010,5,5.0,16.0,83.0,1.0,5.18,bdd985f2
Mirwais Ashraf,Afghanistan,2011/12,6,6.0,18.0,101.0,1.0,5.82,bdd985f2
Mirwais Ashraf,Afghanistan,2012/13,9,8.0,21.0,138.0,1.0,7.44,bdd985f2
Mirwais Ashraf,Afghanistan,2013/14,11,8.0,21.0,138.0,1.0,7.44,bdd985f2
Mirwais Ashraf,Afghanistan,2015,17,14.0,36.19999980926514,229.0,6.0,6.8,bdd985f2
Mirwais Ashraf,Afghanistan,2015/16,23,20.0,60.19999980926514,387.0,14.0,6.73,bdd985f2
Mirza Ahmed,Kuwait,2023/24,0,0.0,0.0,0.0,0.0,0.0,9a54c30a
Mirza Ahsan,Austria,2019,0,0.0,0.0,0.0,0.0,0.0,6b74c13b
Mirza Ahsan,Austria,2021,4,0.0,0.0,0.0,0.0,0.0,6b74c13b
Mirza Ahsan,Austria,2022,8,0.0,0.0,0.0,0.0,0.0,6b74c13b
Mirza Ahsan,Austria,2023,22,0.0,0.0,0.0,0.0,0.0,6b74c13b
Mirza Baig,Pakistan,2023,0,0.0,0.0,0.0,0.0,0.0,96ce6752
Misbah-ul-Haq,Pakistan,2007/08,0,0.0,0.0,0.0,0.0,0.0,7eae4418
Misbah-ul-Haq,Pakistan,2008/09,10,0.0,0.0,0.0,0.0,0.0,7eae4418
Misbah-ul-Haq,Pakistan,2009,14,0.0,0.0,0.0,0.0,0.0,7eae4418
Misbah-ul-Haq,Pakistan,2010,23,0.0,0.0,0.0,0.0,0.0,7eae4418
Misbah-ul-Haq,Pakistan,2010/11,29,0.0,0.0,0.0,0.0,0.0,7eae4418
Misbah-ul-Haq,Pakistan,2011,31,0.0,0.0,0.0,0.0,0.0,7eae4418
Misbah-ul-Haq,Pakistan,2011/12,34,0.0,0.0,0.0,0.0,0.0,7eae4418
Mobashar Ashraf,France,2021,0,0.0,0.0,0.0,0.0,0.0,bbfdb0c8
Mofassar Saeed,Norway,2024,0,0.0,0.0,0.0,0.0,0.0,4f20959c
Mohamed Arief,Malaysia,2019/20,0,0.0,0.0,0.0,0.0,0.0,1087dd78
Mohamed Arief,Malaysia,2022/23,12,2.0,2.0,19.0,0.0,9.5,1087dd78
Mohamed Azzam,Maldives,2018/19,0,0.0,0.0,0.0,0.0,0.0,e43c9818
Mohamed Azzam,Maldives,2019/20,4,0.0,0.0,0.0,0.0,0.0,e43c9818
Mohamed Azzam,Maldives,2021/22,10,0.0,0.0,0.0,0.0,0.0,e43c9818
